participant	condition	fac_1	fac_2	rating	item	context	f1_BAD_0auch_m	f2_BAD_1auch_f	f3_bad_0auch_f	f4_bad_1auch_m	f5_GOOD_1auch_f	f6_GOOD_1auch_m	f7_GOOD_0auch_m	f8_GOOD_1auch_f	f9_good_1auch_f	f10_good_1auch_m	f11_good_0auch_f	f12_good_1auch_m	f13_good_0auch_f	f14_good_1auch_m	f15_good_0auch_m	f16_good_1auch_f
619	cd4_com_-n	com	-n	2	28_cd4_ct07	ct07	1	2	2	5	6	5	6	6	6	2	6	6	5	3	6	6
619	cd4_com_-n	com	-n	2	64_cd4_ct16	ct16	1	2	2	5	6	5	6	6	6	2	6	6	5	3	6	6
634	cd1_ass_+n	ass	+n	1	17_cd1_ct05	ct05	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd1_ass_+n	ass	+n	1	53_cd1_ct14	ct14	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd2_ass_-n	ass	-n	1	10_cd2_ct03	ct03	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd2_ass_-n	ass	-n	1	46_cd2_ct12	ct12	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd3_com_+n	com	+n	6	3_cd3_ct01	ct01	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd3_com_+n	com	+n	6	39_cd3_ct10	ct10	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd4_com_-n	com	-n	6	32_cd4_ct08	ct08	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
634	cd4_com_-n	com	-n	6	60_cd4_ct15	ct15	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6
651	cd1_ass_+n	ass	+n	2	1_cd1_ct01	ct01	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd1_ass_+n	ass	+n	1	37_cd1_ct10	ct10	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd2_ass_-n	ass	-n	1	30_cd2_ct08	ct08	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd2_ass_-n	ass	-n	1	58_cd2_ct15	ct15	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd3_com_+n	com	+n	4	23_cd3_ct06	ct06	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd3_com_+n	com	+n	4	51_cd3_ct13	ct13	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd4_com_-n	com	-n	5	16_cd4_ct04	ct04	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
651	cd4_com_-n	com	-n	3	44_cd4_ct11	ct11	1	2	1	1	6	6	5	6	3	2	4	4	4	3	1	1
667	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd3_com_+n	com	+n	6	31_cd3_ct08	ct08	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd3_com_+n	com	+n	6	59_cd3_ct15	ct15	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd4_com_-n	com	-n	6	24_cd4_ct06	ct06	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
667	cd4_com_-n	com	-n	6	52_cd4_ct13	ct13	5	5	3	1	6	5	5	4	6	6	6	4	5	3	6	6
689	cd1_ass_+n	ass	+n	1	21_cd1_ct06	ct06	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd1_ass_+n	ass	+n	2	49_cd1_ct13	ct13	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd2_ass_-n	ass	-n	2	14_cd2_ct04	ct04	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd2_ass_-n	ass	-n	2	42_cd2_ct11	ct11	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd3_com_+n	com	+n	5	7_cd3_ct02	ct02	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd3_com_+n	com	+n	4	35_cd3_ct09	ct09	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd4_com_-n	com	-n	5	28_cd4_ct07	ct07	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
689	cd4_com_-n	com	-n	5	64_cd4_ct16	ct16	1	2	3	3	6	6	4	5	5	5	6	6	6	6	2	2
698	cd1_ass_+n	ass	+n	6	21_cd1_ct06	ct06	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd1_ass_+n	ass	+n	6	49_cd1_ct13	ct13	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd2_ass_-n	ass	-n	6	14_cd2_ct04	ct04	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd2_ass_-n	ass	-n	6	42_cd2_ct11	ct11	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd3_com_+n	com	+n	6	7_cd3_ct02	ct02	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd3_com_+n	com	+n	6	35_cd3_ct09	ct09	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd4_com_-n	com	-n	6	28_cd4_ct07	ct07	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
698	cd4_com_-n	com	-n	2	64_cd4_ct16	ct16	6	1	1	1	6	6	6	6	6	6	6	1	6	6	6	6
699	cd1_ass_+n	ass	+n	1	29_cd1_ct08	ct08	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd1_ass_+n	ass	+n	1	57_cd1_ct15	ct15	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd2_ass_-n	ass	-n	2	22_cd2_ct06	ct06	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd3_com_+n	com	+n	2	15_cd3_ct04	ct04	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd4_com_-n	com	-n	5	8_cd4_ct02	ct02	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
699	cd4_com_-n	com	-n	5	36_cd4_ct09	ct09	1	2	1	1	6	6	6	6	6	5	5	5	5	5	1	1
730	cd1_ass_+n	ass	+n	2	13_cd1_ct04	ct04	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd1_ass_+n	ass	+n	2	41_cd1_ct11	ct11	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd2_ass_-n	ass	-n	1	6_cd2_ct02	ct02	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd2_ass_-n	ass	-n	5	34_cd2_ct09	ct09	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd3_com_+n	com	+n	4	27_cd3_ct07	ct07	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd3_com_+n	com	+n	1	63_cd3_ct16	ct16	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd4_com_-n	com	-n	3	20_cd4_ct05	ct05	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
730	cd4_com_-n	com	-n	5	56_cd4_ct14	ct14	2	3	1	2	6	6	6	6	6	3	4	6	6	5	4	6
755	cd1_ass_+n	ass	+n	6	9_cd1_ct03	ct03	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd2_ass_-n	ass	-n	6	2_cd2_ct01	ct01	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd2_ass_-n	ass	-n	6	38_cd2_ct10	ct10	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd3_com_+n	com	+n	6	31_cd3_ct08	ct08	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd3_com_+n	com	+n	6	59_cd3_ct15	ct15	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd4_com_-n	com	-n	6	24_cd4_ct06	ct06	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
755	cd4_com_-n	com	-n	6	52_cd4_ct13	ct13	1	1	1	4	6	6	6	6	6	6	6	6	6	6	6	6
784	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd3_com_+n	com	+n	5	31_cd3_ct08	ct08	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd3_com_+n	com	+n	5	59_cd3_ct15	ct15	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd4_com_-n	com	-n	5	24_cd4_ct06	ct06	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
784	cd4_com_-n	com	-n	6	52_cd4_ct13	ct13	3	3	1	1	6	6	6	6	5	5	5	4	5	5	1	1
794	cd1_ass_+n	ass	+n	1	5_cd1_ct02	ct02	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd1_ass_+n	ass	+n	1	33_cd1_ct09	ct09	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd2_ass_-n	ass	-n	1	26_cd2_ct07	ct07	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd2_ass_-n	ass	-n	1	62_cd2_ct16	ct16	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd3_com_+n	com	+n	1	19_cd3_ct05	ct05	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd3_com_+n	com	+n	1	55_cd3_ct14	ct14	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd4_com_-n	com	-n	1	12_cd4_ct03	ct03	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
794	cd4_com_-n	com	-n	6	48_cd4_ct12	ct12	1	6	2	6	6	6	6	4	6	1	6	6	6	6	6	6
806	cd1_ass_+n	ass	+n	3	29_cd1_ct08	ct08	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd1_ass_+n	ass	+n	2	57_cd1_ct15	ct15	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd2_ass_-n	ass	-n	3	22_cd2_ct06	ct06	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd3_com_+n	com	+n	5	15_cd3_ct04	ct04	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd3_com_+n	com	+n	6	43_cd3_ct11	ct11	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd4_com_-n	com	-n	6	8_cd4_ct02	ct02	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
806	cd4_com_-n	com	-n	6	36_cd4_ct09	ct09	1	1	1	1	6	6	6	6	6	5	6	6	4	6	6	6
817	cd1_ass_+n	ass	+n	6	25_cd1_ct07	ct07	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd1_ass_+n	ass	+n	5	61_cd1_ct16	ct16	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd2_ass_-n	ass	-n	3	18_cd2_ct05	ct05	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd2_ass_-n	ass	-n	5	54_cd2_ct14	ct14	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd3_com_+n	com	+n	5	11_cd3_ct03	ct03	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd3_com_+n	com	+n	6	47_cd3_ct12	ct12	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd4_com_-n	com	-n	5	4_cd4_ct01	ct01	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
817	cd4_com_-n	com	-n	5	40_cd4_ct10	ct10	5	5	1	1	6	6	4	6	6	6	6	5	5	5	6	5
828	cd1_ass_+n	ass	+n	1	25_cd1_ct07	ct07	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd2_ass_-n	ass	-n	1	18_cd2_ct05	ct05	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd2_ass_-n	ass	-n	1	54_cd2_ct14	ct14	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd3_com_+n	com	+n	3	11_cd3_ct03	ct03	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd3_com_+n	com	+n	5	47_cd3_ct12	ct12	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd4_com_-n	com	-n	5	4_cd4_ct01	ct01	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
828	cd4_com_-n	com	-n	4	40_cd4_ct10	ct10	1	1	1	1	5	5	5	5	5	4	5	5	4	5	5	5
842	cd1_ass_+n	ass	+n	1	25_cd1_ct07	ct07	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd1_ass_+n	ass	+n	1	61_cd1_ct16	ct16	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd2_ass_-n	ass	-n	1	18_cd2_ct05	ct05	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd2_ass_-n	ass	-n	2	54_cd2_ct14	ct14	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd3_com_+n	com	+n	4	11_cd3_ct03	ct03	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd3_com_+n	com	+n	5	47_cd3_ct12	ct12	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd4_com_-n	com	-n	2	4_cd4_ct01	ct01	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
842	cd4_com_-n	com	-n	2	40_cd4_ct10	ct10	1	1	1	1	6	6	6	6	5	5	6	6	6	5	2	5
849	cd1_ass_+n	ass	+n	3	29_cd1_ct08	ct08	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd1_ass_+n	ass	+n	5	57_cd1_ct15	ct15	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd2_ass_-n	ass	-n	1	22_cd2_ct06	ct06	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd2_ass_-n	ass	-n	1	50_cd2_ct13	ct13	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd3_com_+n	com	+n	2	15_cd3_ct04	ct04	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd3_com_+n	com	+n	4	43_cd3_ct11	ct11	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd4_com_-n	com	-n	2	8_cd4_ct02	ct02	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
849	cd4_com_-n	com	-n	5	36_cd4_ct09	ct09	1	1	5	5	5	5	5	6	6	6	6	2	2	2	5	5
852	cd1_ass_+n	ass	+n	1	21_cd1_ct06	ct06	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd1_ass_+n	ass	+n	1	49_cd1_ct13	ct13	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd2_ass_-n	ass	-n	6	14_cd2_ct04	ct04	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd2_ass_-n	ass	-n	1	42_cd2_ct11	ct11	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd3_com_+n	com	+n	6	7_cd3_ct02	ct02	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd3_com_+n	com	+n	6	35_cd3_ct09	ct09	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd4_com_-n	com	-n	6	28_cd4_ct07	ct07	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
852	cd4_com_-n	com	-n	6	64_cd4_ct16	ct16	6	6	1	1	6	6	6	6	6	6	6	6	6	1	6	6
856	cd1_ass_+n	ass	+n	1	9_cd1_ct03	ct03	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd1_ass_+n	ass	+n	1	45_cd1_ct12	ct12	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd2_ass_-n	ass	-n	1	2_cd2_ct01	ct01	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd2_ass_-n	ass	-n	1	38_cd2_ct10	ct10	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd3_com_+n	com	+n	6	31_cd3_ct08	ct08	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd3_com_+n	com	+n	6	59_cd3_ct15	ct15	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd4_com_-n	com	-n	6	24_cd4_ct06	ct06	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
856	cd4_com_-n	com	-n	6	52_cd4_ct13	ct13	1	1	1	1	6	2	4	3	6	6	6	6	4	6	1	1
